,id,TSS_start,TSS_frecuency_YPD
2934,YDR400W,1271043,15
2935,YDR403W,1274568,1
2936,YDR404C,1277361,146
2937,YDR405W,1277593,67
2938,YDR406W,1279080,0
2939,YDR407C,1288044,1
2940,YDR408C,1288905,361
2941,YDR410C,1293150,11
2942,YDR411C,1294444,11
2943,YDR412W,1294644,357
2944,YDR414C,1296883,6
2945,YDR415C,1298216,15
2946,YDR416W,1298369,14
2947,YDR418W,1301582,5095
2948,YDR419W,1303174,3
2949,YDR421W,1311975,6
2950,YDR422C,1317829,31
2951,YDR423C,1319278,1
2952,YDR424C,1319867,14
2953,YDR425W,1320018,1
2954,YDR427W,1322173,35
2955,YDR428C,1324272,18
2956,YDR429C,1325318,550
2957,YDR430C,1328552,2
2958,YDR433W,1329555,8
2959,YDR434W,1331111,37
2960,YDR435C,1333982,7
2961,YDR436W,1334568,4
2962,YDR437W,1337286,2
2963,YDR438W,1338211,3
2964,YDR439W,1339589,3
2965,YDR440W,1342406,8
2966,YDR441C,1345197,22
2967,YDR442W,1345633,3
2968,YDR443C,1349997,1
2969,YDR444W,1350205,33
2970,YDR446W,1353456,0
2971,YDR447C,1355588,472
2972,YDR448W,1356029,1
2973,YDR449C,1358943,238
2974,YDR450W,1359902,1344
2975,YDR451C,1362234,32
2976,YDR452W,1362728,61
2977,YDR453C,1365730,19
2978,YDR454C,1366843,425
2979,YDR456W,1367419,60
2980,YDR458C,1382080,11
2981,YDR459C,1383545,6
2982,YDR460W,1383699,8
2983,YDR461C-A,1385788,15
2984,YDR461W,1385148,1
2985,YDR462W,1386021,23
2986,YDR463W,1386771,155
2987,YDR464W,1388743,1
2988,YDR465C,1394617,20
2989,YDR466W,1395046,3
2990,YDR467C,1398462,2
2991,YDR468C,1398806,13
2992,YDR469W,1398975,32
2993,YDR470C,1401327,3
2994,YDR471W,1401745,3705
2995,YDR472W,1403283,31
2996,YDR473C,1405933,4
2997,YDR475C,1410192,10
2998,YDR476C,1411145,1361
2999,YDR477W,1412079,47
3000,YDR478W,1414557,4
3001,YDR479C,1416922,18
3002,YDR481C,1420305,5
3003,YDR482C,1420852,33
3004,YDR483W,1421131,826
3005,YDR484W,1422721,4
3006,YDR485C,1427215,3
3007,YDR486C,1428129,33
3008,YDR487C,1429038,59
3009,YDR488C,1430835,1
3010,YDR489W,1430994,43
3011,YDR490C,1434353,13
3012,YDR492W,1434770,101
3013,YDR493W,1436116,31
3014,YDR494W,1436897,10
3015,YDR495C,1441207,1
3016,YDR496C,1443431,163
3017,YDR497C,1445542,187
3018,YDR498C,1447029,16
3019,YDR499W,1447823,1
3020,YDR500C,1450874,194
3021,YDR501W,1451236,2
3022,YDR502C,1454512,168
3023,YDR503C,1455949,9
3024,YDR504C,1458693,2
3025,YDR505C,1459497,2
3026,YDR506C,1461593,34
3027,YDR507C,1465824,2
3028,YDR508C,1468488,1713
3029,YDR510W,1469315,804
3030,YDR511W,1469992,13
3031,YDR512C,1471194,0
3032,YDR513W,1470995,698
3033,YDR514C,1473060,9
3034,YDR515W,1473202,2
3035,YDR516C,1476528,7
3036,YDR517W,1477175,31
3037,YDR518W,1478583,610
3038,YDR519W,1480417,403
3039,YDR520C,1483485,4
3040,YDR523C,1487263,1
3041,YDR524C,1489057,41
3042,YDR524C-A,1490443,2
3043,YDR524C-B,1489843,5819
3044,YDR525W-A,1490568,107
3045,YDR526C,1493079,1
3046,YDR527W,1491063,11
3047,YDR528W,1494268,5
3048,YDR529C,1496590,104
3049,YDR530C,1497773,9
3050,YDR531W,1498187,13
3051,YDR532C,1500586,3
3052,YDR533C,1502188,13
3053,YDR534C,1504925,1
3054,YDR535C,1507627,3
3055,YDR536W,1507977,1
3056,YDR537C,1511708,1
3057,YDR538W,1510872,19
3058,YDR539W,1512062,34
3059,YDR540C,1517797,2
3060,YDR541C,1520881,3
3061,YEL001C,151017,297
3062,YEL002C,150064,22
3063,YEL003W,148157,15
3064,YEL004W,146927,6
3065,YEL005C,146791,14
3066,YEL006W,144270,4
3067,YEL008C-A,140867,2
3068,YEL008W,140400,5
3069,YEL009C,140334,15070
3070,YEL011W,133089,3
3071,YEL012W,131677,11
3072,YEL013W,128576,13
3073,YEL015W,126596,51
3074,YEL016C,126401,66
3075,YEL017C-A,122959,3831
3076,YEL017W,123647,26
3077,YEL018W,121467,23
3078,YEL019C,121311,1
3079,YEL020C,120338,1
3080,YEL020W-A,117160,129
3081,YEL021W,116134,101
3082,YEL022W,111319,1
3083,YEL023C,111112,2
3084,YEL024W,107159,22
3085,YEL025C,106160,1
3086,YEL026W,101853,6384
3087,YEL027W,100706,75417
3088,YEL028W,98074,7
3089,YEL029C,97861,8
3090,YEL030W,94191,1
3091,YEL031W,90227,13
3092,YEL032W,86886,8
3093,YEL034C-A,86268,2
3094,YEL034W,85623,46302
3095,YEL035C,85578,1
3096,YEL036C,84697,171
3097,YEL037C,82762,11
3098,YEL038W,80443,26
3099,YEL039C,80157,3
3100,YEL040W,78032,76
3101,YEL041W,75835,1
3102,YEL042W,73569,191
3103,YEL043W,70441,4
3104,YEL044W,69751,22
3105,YEL046C,68894,1215
3106,YEL047C,66811,0
3107,YEL048C,65188,19
3108,YEL049W,63373,2
3109,YEL050C,60902,27
3110,YEL050W-A,59495,1
3111,YEL051W,58331,204
3112,YEL052W,56536,193
3113,YEL053C,56185,50
3114,YEL054C,53245,2188
3115,YEL055C,51594,51
3116,YEL056W,47130,1
3117,YEL057C,45811,1
3118,YEL058W,43236,1820
3119,YEL059C-A,42663,7
3120,YEL060C,42008,14
3121,YEL061C,39660,1
3122,YEL062W,34394,27
3123,YEL063C,33681,7
3124,YEL064C,31268,7
3125,YEL065W,27626,10
3126,YEL066W,26642,4
3127,YEL068C,25989,48
3128,YEL069C,23282,0
3129,YEL070W,19589,2
3130,YEL071W,16319,117
3131,YEL072W,13590,9
3132,YEL073C,7689,1
3133,YER001W,153471,24
3134,YER002W,156754,388
3135,YER003C,159162,95
3136,YER004W,159572,375
3137,YER005W,160509,8
3138,YER006W,162684,188
3139,YER007C-A,166925,33
3140,YER007W,164506,15
3141,YER008C,171837,1
3142,YER009W,172081,132
3143,YER010C,173359,6
3144,YER011W,175194,12
3145,YER012W,177774,33
3146,YER013W,178823,1
3147,YER014W,182546,14
3148,YER015W,184519,3
3149,YER016W,188257,2
3150,YER017C,191884,3
3151,YER018C,192679,17
3152,YER019C-A,194592,199
3153,YER019W,192417,14
3154,YER020W,195075,12
3155,YER021W,196917,28
3156,YER022W,198782,90
3157,YER023W,201051,3191
3158,YER024W,202167,1
3159,YER025W,205193,648
3160,YER026C,208539,114
3161,YER027C,210301,7
3162,YER028C,211944,9
3163,YER029C,213243,17
3164,YER030W,213424,72
3165,YER031C,214782,51
3166,YER032W,215004,5
3167,YER033C,221290,1
3168,YER034W,221833,13
3169,YER035W,222564,10
3170,YER036C,225232,367
3171,YER037W,225868,3
3172,YER038C,228262,4
3173,YER038W-A,228379,3
3174,YER039C,229450,2
3175,YER039C-A,229507,2
3176,YER040W,229713,10
3177,YER041W,232411,5
3178,YER042W,234929,12
3179,YER043C,237143,3129
3180,YER044C,238055,63
3181,YER045C,241714,5
3182,YER046W,243077,6
3183,YER048C,248224,242
3184,YER048W-A,250637,169
3185,YER049W,251646,192
3186,YER050C,254434,22
3187,YER051W,254640,2
3188,YER052C,258022,15
3189,YER053C,259737,24
3190,YER053C-A,261088,2
3191,YER054C,264300,1
3192,YER055C,265811,59
3193,YER056C,268200,1010
3194,YER056C-A,270217,3515
3195,YER057C,271169,266
3196,YER058W,271736,4
3197,YER059W,272442,23
3198,YER060W,274438,2
3199,YER060W-A,276488,1
3200,YER061C,279666,11
3201,YER062C,280823,23
3202,YER063W,281649,56
3203,YER064C,284312,432
3204,YER065C,287239,4
3205,YER066W,289350,7
3206,YER067W,291990,216
3207,YER068C-A,296776,0
3208,YER068W,292983,18
3209,YER069W,295337,5
3210,YER070W,298911,37
3211,YER071C,302336,29
3212,YER072W,302788,2943
3213,YER073W,303952,333
3214,YER074W,306297,170
3215,YER074W-A,307639,75
3216,YER075C,311361,4
3217,YER076C,313638,5
3218,YER076W-A,313049,1
3219,YER077C,316778,1
3220,YER078C,318552,19
3221,YER078W-A,318147,1
3222,YER079W,318835,4
3223,YER080W,319944,41
3224,YER081W,322213,17
3225,YER082C,325990,86
3226,YER083C,327049,194
3227,YER085C,328218,2
3228,YER086W,328438,606
3229,YER087C-B,332870,265
3230,YER087W,330538,20
3231,YER088C,335318,10
3232,YER088C-A,336964,6
3233,YER088W-B,333090,2
3234,YER089C,337652,570
3235,YER090C-A,339634,1
3236,YER090W,337882,144
3237,YER091C,342237,217
3238,YER092W,342846,57
3239,YER093C,347672,5
3240,YER093C-A,348423,1
3241,YER094C,349436,550
3242,YER095W,349913,48
3243,YER096W,351582,1
3244,YER097W,355129,0
3245,YER098W,355284,2
3246,YER099C,359099,15
3247,YER100W,359527,29
3248,YER101C,361825,4
3249,YER102W,362714,180
3250,YER103W,364585,7
3251,YER104W,366784,84
3252,YER105C,372034,5
3253,YER107C,374738,11
3254,YER109C,377860,1
3255,YER110C,382215,106
3256,YER111C,386069,0
3257,YER112W,387131,22
3258,YER113C,390185,2
3259,YER114C,394041,1
3260,YER115C,395084,15
3261,YER116C,396272,5
3262,YER117W,396749,23300
3263,YER118C,399247,8
3264,YER119C,400868,47
3265,YER120W,401101,553
3266,YER121W,402300,1
3267,YER122C,404433,63
3268,YER123W,404625,165
3269,YER124C,409088,328
3270,YER125W,409685,18
3271,YER126C,414206,84
3272,YER127W,414460,57
3273,YER128W,415858,7
3274,YER129W,416767,1
3275,YER130C,422513,7
3276,YER131W,423536,231
3277,YER133W,432426,7
3278,YER134C,437849,28
3279,YER135C,438557,0
3280,YER136W,439541,120
3281,YER137C,441839,45
3282,YER137W-A,441299,1
3283,YER139C,451346,6
3284,YER140W,451545,4
3285,YER141W,453429,244
3286,YER142C,456054,5
3287,YER143W,456249,18
3288,YER144C,460232,44
3289,YER145C,461761,64
3290,YER145C-A,462862,0
3291,YER146W,462539,38
3292,YER147C,464908,135
3293,YER148W,465110,501
3294,YER149C,467521,23
3295,YER150W,468335,7
3296,YER151C,472498,11
3297,YER152C,474019,34
3298,YER154W,475000,41
3299,YER156C,484357,1902
3300,YER157W,484765,30
3301,YER158C,490858,2
3302,YER158W-A,491465,0
3303,YER159C,492141,94
3304,YER161C,500386,39
3305,YER162C,502929,3
3306,YER163C,503790,43
3307,YER164W,505124,1
3308,YER165W,510231,559
3309,YER167W,517926,12
3310,YER168C,522724,6
3311,YER169W,523134,6
3312,YER170W,525921,3
3313,YER171W,526969,7
3314,YER173W,536270,0
3315,YER174C,539282,3
3316,YER175C,540382,26
3317,YER175W-A,539494,5
3318,YER176W,541648,11
3319,YER177W,545572,707
3320,YER178W,546789,4900
3321,YER179W,548392,0
3322,YER180C,550547,5
3323,YER180C-A,551170,2
3324,YER181C,552408,2
3325,YER182W,552490,42
3326,YER183C,553970,126
3327,YER184C,558754,1
3328,YER185W,558961,1
3329,YER186C,562810,3
3330,YER187W,565559,2
3331,YER188W,568033,4
3332,YFL001W,147093,4
3333,YFL002C,146950,70
3334,YFL004W,131720,127
3335,YFL005W,130197,67
3336,YFL008W,119388,2
3337,YFL009W,115953,19
3338,YFL010C,115772,1059
3339,YFL012W,110586,3
3340,YFL013C,109963,9
3341,YFL014W,107197,7
3342,YFL016C,106317,18
3343,YFL017C,104473,94
3344,YFL017W-A,103684,77
3345,YFL018C,103206,156
3346,YFL020C,99714,3
3347,YFL021C-A,97011,1
3348,YFL021W,95928,3
3349,YFL022C,95069,83
3350,YFL023W,90979,13
3351,YFL024C,90638,1
3352,YFL025C,87297,2
3353,YFL026W,82039,3
3354,YFL027C,81927,6
3355,YFL028C,80235,75
3356,YFL029C,79215,2
3357,YFL030W,76827,0
3358,YFL031W,75113,256
3359,YFL034C-A,64974,600
3360,YFL034C-B,64034,5
3361,YFL034W,65307,3
3362,YFL036W,58563,1
3363,YFL037W,56271,1712
3364,YFL038C,56069,177
3365,YFL039C,54816,786
3366,YFL041W,49117,50
3367,YFL041W-A,47890,3
3368,YFL042C,47777,31
3369,YFL044C,45579,11
3370,YFL045C,44467,899
3371,YFL046W,42797,39
3372,YFL047W,40413,25
3373,YFL048C,40202,58
3374,YFL049W,36772,22
3375,YFL050C,36631,2
3376,YFL052W,28207,4
3377,YFL053W,23208,1
3378,YFL054C,22852,4
3379,YFL055W,16682,1
3380,YFL057C,14949,2
3381,YFL062W,6416,0
3382,YFR001W,149072,19
3383,YFR002W,150009,28
3384,YFR003C,153179,6
3385,YFR004W,153344,33
3386,YFR005C,155917,8
3387,YFR006W,156120,97
3388,YFR007W,159279,134
3389,YFR008W,160492,6
3390,YFR009W-A,163294,4
3391,YFR010W,164985,28
3392,YFR011C,167290,34
3393,YFR012W-A,167977,2
3394,YFR013W,169866,7
3395,YFR014C,173927,23
3396,YFR015C,176480,9
3397,YFR016C,180780,2
3398,YFR017C,182984,5
3399,YFR018C,184260,6
3400,YFR020W,192614,8
3401,YFR021W,194718,69
3402,YFR022W,196543,7
3403,YFR024C-A,203458,15
3404,YFR025C,204774,66
3405,YFR026C,207241,10
3406,YFR027W,207435,2
3407,YFR028C,210126,4
3408,YFR029W,210873,83
3409,YFR030W,213193,2
3410,YFR031C,220141,1
3411,YFR031C-A,221442,180
3412,YFR032C,223036,1
3413,YFR032C-A,223806,156
3414,YFR033C,224875,33
3415,YFR034C,225993,3
3416,YFR034W-A,225576,5
3417,YFR035C,226517,1
3418,YFR036W,226941,125
3419,YFR037C,229216,213
3420,YFR038W,229362,33
3421,YFR039C,233673,104
3422,YFR040W,233974,1
3423,YFR041C,238286,4
3424,YFR042W,238410,234
3425,YFR043C,239858,5
3426,YFR044C,241455,2392
3427,YFR045W,241962,1
3428,YFR046C,244171,15
3429,YFR047C,245200,40
3430,YFR048W,246094,2
3431,YFR049W,248361,134
3432,YFR050C,249919,311
3433,YFR051C,251828,183
3434,YFR052C-A,254620,2
3435,YFR052W,252499,23
3436,YFR053C,255160,12
3437,YFR054C,260713,1
3438,YFR055W,264179,171
3439,YFR056C,265446,0
3440,YGL001C,496599,19
3441,YGL002W,494507,27
3442,YGL003C,494277,17
3443,YGL004C,491957,6
3444,YGL005C,490576,17
3445,YGL006W,485454,0
3446,YGL007C-A,483966,6
3447,YGL007W,483223,2
3448,YGL008C,482902,13
3449,YGL009C,478723,5
3450,YGL010W,475487,10
3451,YGL011C,475272,911
3452,YGL012W,472814,170
3453,YGL013C,472419,1
3454,YGL014W,465720,3
3455,YGL015C,465693,1
3456,YGL016W,461597,4
3457,YGL017W,459835,13
3458,YGL018C,459699,37
3459,YGL019W,458080,239
3460,YGL020C,457934,70
3461,YGL021W,454774,1
3462,YGL022W,452339,120
3463,YGL023C,452136,2
3464,YGL026C,448553,3242
3465,YGL027C,446156,284
3466,YGL028C,443076,78
3467,YGL029W,440025,16
3468,YGL030W,439033,21806
3469,YGL031C,438438,590
3470,YGL032C,436969,2
3471,YGL034C,433745,0
3472,YGL036W,428569,1
3473,YGL037C,428035,15
3474,YGL038C,426849,82
3475,YGL039W,423846,24
3476,YGL040C,420631,20
3477,YGL041C-B,419184,3
3478,YGL041W-A,418812,21
3479,YGL042C,418659,0
3480,YGL043W,417461,27
3481,YGL044C,417250,6
3482,YGL045W,413794,2
3483,YGL047W,411465,74
3484,YGL048C,411314,255
3485,YGL049C,409778,10
3486,YGL050W,405753,6
3487,YGL053W,402490,85
3488,YGL054C,401352,113
3489,YGL055W,398566,164
3490,YGL056C,397716,11
3491,YGL057C,395866,4
3492,YGL058W,393926,45
3493,YGL059W,392200,5
3494,YGL060W,389935,228
3495,YGL061C,389784,9
3496,YGL062W,385155,4
3497,YGL063C-A,384651,0
3498,YGL063W,383462,74
3499,YGL064C,383241,0
3500,YGL065C,381327,76
3501,YGL066W,377418,4
3502,YGL067W,376042,9
3503,YGL068W,375040,123
3504,YGL070C,374852,18
3505,YGL071W,371623,4
3506,YGL073W,368669,26
3507,YGL075C,368513,2
3508,YGL076C,366018,2008
3509,YGL077C,364087,6
3510,YGL078C,361929,313
3511,YGL079W,359411,16
3512,YGL080W,358556,28
3513,YGL081W,357277,2
3514,YGL082W,355737,12
3515,YGL083W,352990,31
3516,YGL084C,352351,27
3517,YGL085W,349558,11
3518,YGL087C,346940,24
3519,YGL089C,345192,0
3520,YGL090W,343287,4
3521,YGL091C,343063,17
3522,YGL092W,337782,1
3523,YGL093W,334839,3
3524,YGL094C,334654,1
3525,YGL095C,330657,84
3526,YGL096W,325309,10
3527,YGL097W,321716,53
3528,YGL098W,317298,8
3529,YGL099W,314611,75
3530,YGL100W,313197,15
3531,YGL101W,312174,8
3532,YGL103W,310951,3381
3533,YGL104C,310173,5
3534,YGL105W,307414,538
3535,YGL106W,306538,14
3536,YGL107C,306292,15
3537,YGL108C,304106,7
3538,YGL110C,303418,29
3539,YGL111W,299934,75
3540,YGL112C,299764,203
3541,YGL113W,295904,19
3542,YGL114W,293208,10
3543,YGL115W,291912,95
3544,YGL116W,289663,27
3545,YGL117W,288433,99
3546,YGL119W,284390,8
3547,YGL120C,283966,193
3548,YGL121C,281168,3
3549,YGL122C,280532,15
3550,YGL123W,277519,75905
3551,YGL124C,276752,1
3552,YGL125W,272381,2
3553,YGL127C,270826,13
3554,YGL128C,270150,24
3555,YGL129C,269146,14
3556,YGL130W,266099,33
3557,YGL131C,265975,1
3558,YGL132W,260390,1
3559,YGL133W,257534,1
3560,YGL134W,255566,99
3561,YGL135W,254577,10411
3562,YGL136C,253866,2
3563,YGL137W,249845,107
3564,YGL139W,245402,8
3565,YGL140C,245167,1
3566,YGL141W,238323,6
3567,YGL142C,238174,40
3568,YGL143C,235989,14
3569,YGL144C,234555,20
3570,YGL145W,230187,12
3571,YGL146C,229845,1
3572,YGL147C,228346,3164
3573,YGL148W,226364,1015
3574,YGL150C,225793,1
3575,YGL151W,217469,6
3576,YGL153W,216248,18
3577,YGL154C,216116,7
3578,YGL155W,213945,16
3579,YGL156W,210315,1
3580,YGL157W,208957,440
3581,YGL158W,206645,2
3582,YGL159W,202714,13
3583,YGL160W,200448,26
3584,YGL161C,200227,26
3585,YGL162W,197991,10
3586,YGL163C,196521,2
3587,YGL164C,193337,24
3588,YGL166W,191108,17
3589,YGL167C,190844,7
3590,YGL169W,186000,89
3591,YGL170C,185738,0
3592,YGL171W,182364,101
3593,YGL172W,180668,62
3594,YGL173C,180410,0
3595,YGL174W,174528,4
3596,YGL175C,174364,1
3597,YGL176C,173124,9
3598,YGL177W,166910,1
3599,YGL179C,165181,2
3600,YGL180W,159502,2
3601,YGL181W,157859,11
3602,YGL184C,156075,1
3603,YGL185C,154315,10
3604,YGL186C,152808,278
3605,YGL187C,150634,22
3606,YGL188C-A,148964,7
3607,YGL190C,147934,17
3608,YGL191W,144772,25
3609,YGL192W,142200,5
3610,YGL193C,142345,1
3611,YGL194C,141792,1
3612,YGL194C-A,140216,8
3613,YGL196W,129818,14
3614,YGL197W,124525,0
3615,YGL198W,123584,182
3616,YGL199C,124257,1
3617,YGL200C,123366,76
3618,YGL201C,120974,10
3619,YGL202W,115936,317
3620,YGL203C,114741,19
3621,YGL204C,112130,3
3622,YGL205W,108012,0
3623,YGL207W,98876,9
3624,YGL208W,97320,7
3625,YGL209W,95811,105
3626,YGL210W,93772,55
3627,YGL211W,92489,21
3628,YGL212W,91398,2
3629,YGL213C,91264,126
3630,YGL214W,90005,0
3631,YGL215W,87509,41
3632,YGL216W,84618,35
3633,YGL219C,84284,866
3634,YGL220W,81432,5
3635,YGL221C,82311,45
3636,YGL222C,81264,0
3637,YGL223C,80378,1
3638,YGL224C,78959,101
3639,YGL225W,76853,192
3640,YGL226C-A,73192,464
3641,YGL226W,73336,5
3642,YGL227W,69581,4
3643,YGL228W,67552,40
3644,YGL229C,67188,10
3645,YGL230C,64232,1
3646,YGL231C,63631,259
3647,YGL232W,62053,25
3648,YGL233W,59076,4
3649,YGL234W,56464,150
3650,YGL235W,52545,1
3651,YGL236C,55817,89
3652,YGL237C,53612,6
3653,YGL238W,49549,41
3654,YGL240W,48571,2
3655,YGL241W,45434,3
3656,YGL242C,45252,43
3657,YGL243W,43287,1
3658,YGL244W,41423,4
3659,YGL245W,39008,3148
3660,YGL246C,38809,6
3661,YGL247W,36913,9
3662,YGL248W,35503,5
3663,YGL250W,31906,40
3664,YGL252C,27544,59
3665,YGL253W,23888,794
3666,YGL254W,22295,20
3667,YGL255W,20933,8
3668,YGL256W,14670,7
3669,YGL257C,14266,43
3670,YGL258W,10443,2
3671,YGL258W-A,8549,0
3672,YGL261C,8066,0
3673,YGL262W,3693,1
3674,YGL263W,2778,4
3675,YGR001C,498043,10
3676,YGR002C,499915,8
3677,YGR003W,500115,4
3678,YGR004W,502878,7
3679,YGR005C,505889,5
3680,YGR006W,506020,2
3681,YGR007W,506938,56
3682,YGR008C,508451,447
3683,YGR009C,511035,17
3684,YGR011W,512484,3
3685,YGR012W,513130,13
3686,YGR013W,514531,50
3687,YGR014W,516668,11
3688,YGR015C,522095,4
3689,YGR016W,522257,7
3690,YGR017W,523628,52
3691,YGR018C,524720,2
3692,YGR019W,525191,19
3693,YGR020C,527393,95
3694,YGR021W,527617,8
3695,YGR022C,530438,1
3696,YGR023W,529112,4
3697,YGR026W,532845,29
3698,YGR027C,534805,65
3699,YGR028W,542053,4
3700,YGR029W,543553,169
3701,YGR030C,546172,10
3702,YGR031W,546369,50
3703,YGR033C,555044,54
3704,YGR034W,555755,3964
3705,YGR035C,557512,44
3706,YGR035W-A,556805,1
3707,YGR036C,559033,6
3708,YGR037C,560038,606
3709,YGR038W,560544,80
3710,YGR039W,574755,1
3711,YGR040W,575364,5
3712,YGR041W,577172,19
3713,YGR042W,579457,38
3714,YGR043C,581475,0
3715,YGR044C,583978,3
3716,YGR045C,584558,1
3717,YGR046W,584803,28
3718,YGR047C,589504,3
3719,YGR048W,589776,91
3720,YGR049W,591265,51
3721,YGR050C,592519,6
3722,YGR053C,595940,5
3723,YGR054W,596526,12
3724,YGR055W,599384,531
3725,YGR056W,601613,10
3726,YGR057C,605564,9
3727,YGR058W,606115,7
3728,YGR059W,607400,0
3729,YGR060W,610481,266
3730,YGR061C,616010,5
3731,YGR062C,617313,27
3732,YGR063C,617841,516
3733,YGR064W,617483,1
3734,YGR065C,619968,5
3735,YGR066C,621888,0
3736,YGR067C,624882,0
3737,YGR068C,627120,15
3738,YGR068W-A,625842,0
3739,YGR071C,634082,2
3740,YGR072W,634264,1
3741,YGR073C,636024,2
3742,YGR074W,635700,83
3743,YGR075C,636917,8
3744,YGR076C,637640,7
3745,YGR077C,639553,19
3746,YGR078C,640402,26
3747,YGR080W,641995,10
3748,YGR081C,643784,37
3749,YGR082W,643997,1572
3750,YGR083C,646910,0
3751,YGR084C,648286,1
3752,YGR085C,648930,4033
3753,YGR086C,650698,312
3754,YGR087C,653013,2
3755,YGR088W,654609,6
3756,YGR089W,656701,3
3757,YGR090W,662081,4
3758,YGR091W,666272,29
3759,YGR092W,668114,4
3760,YGR093W,670338,23
3761,YGR094W,672186,2
3762,YGR095C,676412,11
3763,YGR096W,676574,9
3764,YGR097W,678610,1
3765,YGR099W,687819,3
3766,YGR100W,690163,5
3767,YGR101W,693303,100
3768,YGR102C,695149,17
3769,YGR103W,695389,192
3770,YGR104C,698398,6
3771,YGR105W,698541,120
3772,YGR106C,699846,10
3773,YGR107W,702461,1
3774,YGR108W,703428,34
3775,YGR109C,706566,5
3776,YGR110W,713658,2
3777,YGR111W,715796,7
3778,YGR112W,717300,11
3779,YGR113W,718836,5
3780,YGR116W,720358,7
3781,YGR117C,726488,2
3782,YGR118W,726951,1998
3783,YGR119C,729760,35
3784,YGR120C,730854,6
3785,YGR121C,732966,2
3786,YGR121W-A,733257,1
3787,YGR122C-A,736012,1
3788,YGR122W,733770,13
3789,YGR123C,738259,43
3790,YGR124W,739916,1489
3791,YGR125W,742255,6
3792,YGR126W,745321,1
3793,YGR127W,746715,3
3794,YGR128C,750129,113
3795,YGR129W,750365,4
3796,YGR130C,753947,18
3797,YGR131W,754643,4
3798,YGR132C,756494,12
3799,YGR134W,757613,2
3800,YGR135W,761300,124
3801,YGR137W,762632,4
3802,YGR138C,765886,7
3803,YGR141W,770549,10
3804,YGR142W,772320,5
3805,YGR143W,774691,1
3806,YGR145W,781712,27
3807,YGR146C,785155,7
3808,YGR146C-A,785493,4
3809,YGR147C,786983,99
3810,YGR148C,788200,119
3811,YGR149W,788920,21
3812,YGR150C,793063,4
3813,YGR151C,795028,1
3814,YGR153W,796071,3
3815,YGR154C,798135,4
3816,YGR155W,798507,436
3817,YGR156W,800412,19
3818,YGR157W,802187,84
3819,YGR158C,806066,30
3820,YGR159C,807700,1685
3821,YGR161C,809514,14
3822,YGR161W-C,810176,8
3823,YGR163W,827495,94
3824,YGR165W,829062,74
3825,YGR166W,830435,6
3826,YGR167W,832392,63
3827,YGR168C,834523,12
3828,YGR169C,835929,11
3829,YGR169C-A,836769,104
3830,YGR170W,837086,2
3831,YGR171C,842574,81
3832,YGR172C,843621,156
3833,YGR173W,843810,64
3834,YGR174C,846543,1
3835,YGR174W-A,845859,7
3836,YGR175C,848450,72
3837,YGR176W,848601,1
3838,YGR177C,850499,11
3839,YGR178C,853428,55
3840,YGR179C,854912,4
3841,YGR180C,856510,12
3842,YGR181W,858238,264
3843,YGR183C,859546,33
3844,YGR185C,867552,488
3845,YGR186W,867764,50
3846,YGR187C,871472,42
3847,YGR188C,875162,2
3848,YGR189C,878247,75
3849,YGR190C,882705,1
3850,YGR191W,880191,22
3851,YGR192C,883849,205288
3852,YGR193C,885830,27
3853,YGR194C,888347,2
3854,YGR195W,888762,40
3855,YGR196C,892245,3
3856,YGR197C,894155,5
3857,YGR198W,894656,6
3858,YGR199W,897461,105
3859,YGR200C,902329,91
3860,YGR201C,903201,2
3861,YGR202C,904835,4
3862,YGR203W,905222,53
3863,YGR204C-A,910237,1
3864,YGR204W,905895,276
3865,YGR205W,909087,17
3866,YGR206W,910408,51
3867,YGR207C,911658,246
3868,YGR208W,911838,44
3869,YGR209C,913280,795
3870,YGR210C,914848,158
3871,YGR211W,915139,284
3872,YGR212W,917036,2
3873,YGR213C,919469,2
3874,YGR214W,920539,800
3875,YGR215W,922137,80
3876,YGR216C,924511,17
3877,YGR218W,932242,5
3878,YGR220C,936893,396
3879,YGR221C,939080,7
3880,YGR222W,939923,18
3881,YGR223C,942257,3
3882,YGR224W,942769,2
3883,YGR225W,945038,2
3884,YGR227W,947341,109
3885,YGR229C,951175,4
3886,YGR230W,951845,5
3887,YGR231C,953569,57
3888,YGR232W,953938,155
3889,YGR233C,958422,3
3890,YGR234W,959884,2481
3891,YGR235C,962116,31
3892,YGR236C,962837,1
3893,YGR237C,965743,2
3894,YGR238C,968695,3
3895,YGR239C,970087,14
3896,YGR240C,973967,68
3897,YGR241C,976751,6
3898,YGR242W,974776,1
3899,YGR243W,977319,1
3900,YGR244C,979427,32
3901,YGR245C,982155,85
3902,YGR246C,984301,56
3903,YGR247W,984817,4
3904,YGR248W,985954,3
3905,YGR249W,987577,2
3906,YGR250C,993772,3
3907,YGR251W,995611,5
3908,YGR252W,996821,28
3909,YGR253C,999194,172
3910,YGR254W,1000890,4354
3911,YGR255C,1004055,11
3912,YGR256W,1004564,2
3913,YGR257C,1007415,14
3914,YGR258C,1010788,3
3915,YGR259C,1012929,1
3916,YGR260W,1012287,155
3917,YGR261C,1016791,56
3918,YGR262C,1017788,88
3919,YGR263C,1019275,15
3920,YGR264C,1021860,167
3921,YGR266W,1022600,22
3922,YGR267C,1025910,59
3923,YGR268C,1026668,6
