,gene,chromosome,start,stop,W/C,start_promoter,promoter_median,start_tss,max_frecuency(YPD),freq_total(sum),count_samples(freq),GC_start-100,GC_tss-100,GC_start-200,GC_tss-200,GC_start-300,GC_tss-300,GC_start-400,GC_tss-400,GC_start-500,GC_tss-500,GC_start-600,GC_tss-600
YMR041C,ARA2,13,351973.0,350966.0,-1,352573.0,352273.0,351991.0,25.0,111.0,109.0,35.0,35.0,66.0,67.0,107.0,106.0,152.0,147.0,188.0,190.0,230.0,229.0
YMR042W,ARG80,13,352603.0,353136.0,1,352003.0,352303.0,352586.0,73.0,269.0,119.0,36.0,42.0,79.0,82.0,118.0,124.0,159.0,165.0,192.0,194.0,229.0,229.0
YMR043W,MCM1,13,353871.0,354731.0,1,353271.0,353571.0,353864.0,6.0,152.0,203.0,35.0,35.0,60.0,58.0,89.0,90.0,119.0,120.0,159.0,157.0,206.0,206.0
YMR044W,IOC4,13,355384.0,356811.0,1,354784.0,355084.0,355368.0,88.0,473.0,196.0,34.0,33.0,69.0,69.0,94.0,92.0,121.0,121.0,157.0,157.0,189.0,189.0
YMR047C,NUP116,13,366705.0,363364.0,-1,367305.0,367005.0,366780.0,20.0,82.0,37.0,40.0,32.0,67.0,65.0,101.0,104.0,147.0,144.0,180.0,173.0,210.0,206.0
YMR048W,CSM3,13,366981.0,367934.0,1,366381.0,366681.0,366956.0,8.0,54.0,51.0,33.0,34.0,65.0,69.0,107.0,113.0,158.0,159.0,201.0,203.0,248.0,252.0
YMR049C,ERB1,13,370517.0,368094.0,-1,371117.0,370817.0,370551.0,243.0,1239.0,336.0,32.0,26.0,60.0,58.0,94.0,89.0,119.0,119.0,152.0,148.0,178.0,180.0
YMR052W,FAR3,13,379586.0,380200.0,1,378986.0,379286.0,379575.0,9.0,112.0,110.0,34.0,38.0,70.0,74.0,109.0,112.0,148.0,150.0,185.0,185.0,215.0,217.0
YMR053C,STB2,13,382898.0,380346.0,-1,383498.0,383198.0,382898.0,3.0,4.0,4.0,36.0,36.0,74.0,74.0,109.0,109.0,145.0,145.0,184.0,184.0,222.0,222.0
YMR054W,STV1,13,383303.0,385975.0,1,382703.0,383003.0,383089.0,8.0,51.0,58.0,35.0,37.0,68.0,71.0,104.0,111.0,144.0,146.0,183.0,192.0,218.0,225.0
YMR055C,BUB2,13,387021.0,386101.0,-1,387621.0,387321.0,387050.0,13.0,44.0,46.0,21.0,28.0,65.0,66.0,89.0,89.0,132.0,138.0,180.0,188.0,234.0,238.0
YMR056C,AAC1,13,388244.0,387315.0,-1,388844.0,388544.0,388325.0,5.0,59.0,63.0,39.0,43.0,81.0,102.0,144.0,152.0,192.0,189.0,229.0,232.0,270.0,283.0
YMR058W,FET3,13,388822.0,390732.0,1,388222.0,388522.0,388767.0,1125.0,4360.0,599.0,44.0,34.0,80.0,83.0,132.0,143.0,189.0,193.0,232.0,233.0,270.0,279.0
YMR059W,SEN15,13,391099.0,391485.0,1,390499.0,390799.0,391058.0,24.0,147.0,109.0,28.0,27.0,65.0,66.0,98.0,96.0,131.0,133.0,174.0,174.0,213.0,214.0
YMR060C,SAM37,13,392515.0,391532.0,-1,393115.0,392815.0,392536.0,45.0,145.0,89.0,29.0,27.0,61.0,61.0,106.0,106.0,139.0,140.0,180.0,180.0,217.0,216.0
YMR061W,RNA14,13,392755.0,394788.0,1,392155.0,392455.0,392731.0,50.0,171.0,80.0,34.0,33.0,62.0,62.0,101.0,103.0,143.0,143.0,173.0,173.0,205.0,206.0
YMR062C,ARG7,13,396379.0,395054.0,-1,396979.0,396679.0,396394.0,100.0,762.0,234.0,43.0,43.0,86.0,87.0,126.0,129.0,166.0,164.0,196.0,196.0,233.0,236.0
YMR063W,RIM9,13,397077.0,397796.0,1,396477.0,396777.0,397040.0,6.0,47.0,53.0,40.0,39.0,77.0,73.0,107.0,103.0,147.0,149.0,189.0,190.0,232.0,237.0
YMR064W,AEP1,13,397903.0,399459.0,1,397303.0,397603.0,397180.0,2.0,18.0,34.0,37.0,42.0,77.0,83.0,117.0,121.0,165.0,151.0,207.0,190.0,250.0,230.0
YMR066W,SOV1,13,401541.0,404237.0,1,400941.0,401241.0,401525.0,1.0,5.0,18.0,33.0,35.0,76.0,82.0,110.0,110.0,145.0,145.0,183.0,187.0,216.0,218.0
YMR067C,UBX4,13,405573.0,404323.0,-1,406173.0,405873.0,405600.0,3.0,25.0,68.0,33.0,29.0,66.0,62.0,104.0,105.0,137.0,135.0,171.0,172.0,210.0,207.0
YMR068W,AVO2,13,406304.0,407584.0,1,405704.0,406004.0,406295.0,2.0,14.0,27.0,27.0,29.0,63.0,64.0,98.0,100.0,129.0,129.0,172.0,173.0,204.0,205.0
YMR070W,MOT3,13,409154.0,410626.0,1,408554.0,408854.0,408957.0,1.0,1.0,1.0,34.0,33.0,58.0,71.0,90.0,128.0,128.0,178.0,186.0,233.0,236.0,290.0
YMR071C,TVP18,13,411265.0,410762.0,-1,411865.0,411565.0,411345.0,24.0,255.0,156.0,37.0,36.0,71.0,69.0,103.0,104.0,144.0,144.0,180.0,182.0,216.0,219.0
YMR072W,ABF2,13,411569.0,412120.0,1,410969.0,411269.0,411547.0,43.0,331.0,165.0,32.0,32.0,64.0,68.0,103.0,105.0,138.0,140.0,178.0,180.0,210.0,214.0
YMR073C,IRC21,13,412873.0,412268.0,-1,413473.0,413173.0,412900.0,30.0,453.0,289.0,30.0,27.0,57.0,55.0,91.0,90.0,129.0,134.0,177.0,178.0,223.0,225.0
YMR074C,SDD2,13,413473.0,413036.0,-1,414073.0,413773.0,413485.0,224.0,2386.0,553.0,38.0,37.0,83.0,81.0,113.0,110.0,156.0,157.0,192.0,189.0,233.0,231.0
YMR075W,RCO1,13,413982.0,416036.0,1,413382.0,413682.0,413930.0,3.0,43.0,70.0,32.0,42.0,77.0,75.0,106.0,116.0,151.0,156.0,189.0,200.0,237.0,247.0
YMR076C,PDS5,13,420029.0,416196.0,-1,420629.0,420329.0,420119.0,1.0,4.0,10.0,31.0,37.0,68.0,73.0,106.0,111.0,142.0,143.0,175.0,191.0,223.0,230.0
YMR077C,VPS20,13,422149.0,421484.0,-1,422749.0,422449.0,422150.0,4.0,28.0,32.0,33.0,34.0,70.0,70.0,112.0,113.0,150.0,150.0,189.0,189.0,224.0,224.0
YMR078C,CTF18,13,424728.0,422503.0,-1,425328.0,425028.0,424741.0,25.0,156.0,88.0,34.0,36.0,70.0,69.0,109.0,105.0,137.0,133.0,175.0,175.0,214.0,213.0
YMR079W,SEC14,13,424989.0,426059.0,1,424389.0,424689.0,424954.0,273.0,918.0,236.0,44.0,37.0,77.0,72.0,117.0,115.0,156.0,154.0,199.0,193.0,240.0,239.0
YMR080C,NAM7,13,429627.0,426712.0,-1,430227.0,429927.0,429697.0,17.0,104.0,76.0,35.0,37.0,71.0,76.0,103.0,97.0,128.0,132.0,164.0,173.0,205.0,214.0
YMR081C,ISF1,13,431095.0,430079.0,-1,431695.0,431395.0,431242.0,2.0,4.0,70.0,28.0,28.0,53.0,61.0,81.0,93.0,118.0,128.0,153.0,170.0,187.0,218.0
YMR083W,ADH3,13,434788.0,435915.0,1,434188.0,434488.0,434734.0,229.0,2976.0,607.0,28.0,26.0,67.0,76.0,116.0,130.0,170.0,175.0,210.0,213.0,251.0,257.0
YMR086W,SEG1,13,439208.0,442090.0,1,438608.0,438908.0,439137.0,3.0,22.0,42.0,37.0,33.0,85.0,94.0,136.0,130.0,164.0,168.0,207.0,206.0,247.0,246.0
YMR088C,VBA1,13,445102.0,443414.0,-1,445702.0,445402.0,445244.0,142.0,1882.0,652.0,37.0,43.0,81.0,82.0,120.0,113.0,151.0,145.0,185.0,182.0,219.0,215.0
YMR089C,YTA12,13,448086.0,445609.0,-1,448686.0,448386.0,448285.0,7.0,73.0,112.0,36.0,41.0,71.0,80.0,112.0,115.0,151.0,158.0,187.0,198.0,229.0,230.0
YMR091C,NPL6,13,451365.0,450058.0,-1,451965.0,451665.0,451376.0,17.0,321.0,266.0,30.0,30.0,61.0,60.0,89.0,94.0,134.0,135.0,173.0,174.0,210.0,212.0
YMR092C,AIP1,13,453479.0,451632.0,-1,454079.0,453779.0,453561.0,65.0,614.0,317.0,35.0,38.0,69.0,74.0,109.0,113.0,143.0,141.0,174.0,177.0,215.0,223.0
YMR093W,UTP15,13,454015.0,455556.0,1,453415.0,453715.0,453965.0,74.0,344.0,152.0,34.0,29.0,60.0,67.0,99.0,104.0,142.0,141.0,174.0,175.0,209.0,218.0
YMR094W,CTF13,13,455825.0,457261.0,1,455225.0,455525.0,455815.0,3.0,4.0,6.0,45.0,43.0,70.0,67.0,95.0,93.0,126.0,123.0,167.0,165.0,210.0,210.0
YMR096W,SNZ1,13,458408.0,459301.0,1,457808.0,458108.0,458315.0,5.0,63.0,126.0,38.0,47.0,85.0,92.0,128.0,131.0,164.0,160.0,196.0,199.0,234.0,247.0
YMR097C,MTG1,13,460527.0,459424.0,-1,461127.0,460827.0,460577.0,6.0,85.0,86.0,32.0,35.0,65.0,64.0,102.0,105.0,137.0,134.0,180.0,181.0,215.0,221.0
YMR098C,ATP25,13,462609.0,460771.0,-1,463209.0,462909.0,462691.0,20.0,171.0,161.0,33.0,33.0,65.0,62.0,97.0,93.0,126.0,125.0,162.0,155.0,186.0,186.0
YMR100W,MUB1,13,466300.0,468162.0,1,465700.0,466000.0,465946.0,3.0,16.0,24.0,27.0,44.0,61.0,80.0,84.0,113.0,123.0,154.0,164.0,193.0,201.0,222.0
YMR101C,SRT1,13,469476.0,468445.0,-1,470076.0,469776.0,469713.0,0.0,0.0,1.0,35.0,25.0,78.0,63.0,106.0,110.0,141.0,150.0,178.0,200.0,226.0,239.0
YMR104C,YPK2,13,475453.0,473420.0,-1,476053.0,475753.0,475522.0,2.0,7.0,13.0,29.0,32.0,68.0,66.0,95.0,90.0,120.0,120.0,151.0,153.0,185.0,190.0
YMR105C,PGM2,13,477606.0,475897.0,-1,478206.0,477906.0,477665.0,115.0,473.0,545.0,32.0,36.0,66.0,76.0,111.0,133.0,168.0,184.0,216.0,227.0,259.0,260.0
YMR106C,YKU80,13,480190.0,478301.0,-1,480790.0,480490.0,480239.0,2.0,34.0,69.0,30.0,33.0,69.0,70.0,108.0,103.0,135.0,138.0,179.0,179.0,209.0,207.0
YMR107W,SPG4,13,483014.0,483361.0,1,482414.0,482714.0,482994.0,0.0,0.0,4.0,31.0,32.0,77.0,80.0,119.0,125.0,175.0,185.0,226.0,228.0,257.0,256.0
YMR108W,ILV2,13,484084.0,486147.0,1,483484.0,483784.0,483893.0,229.0,1908.0,382.0,29.0,27.0,62.0,48.0,91.0,107.0,110.0,143.0,172.0,167.0,206.0,203.0
YMR109W,MYO5,13,486587.0,490246.0,1,485987.0,486287.0,486546.0,12.0,35.0,33.0,30.0,30.0,66.0,66.0,95.0,87.0,118.0,111.0,152.0,157.0,196.0,198.0
YMR110C,HFD1,13,491992.0,490394.0,-1,492592.0,492292.0,492001.0,25.0,174.0,151.0,29.0,28.0,61.0,60.0,95.0,95.0,126.0,125.0,166.0,165.0,202.0,200.0
YMR112C,MED11,13,494495.0,494100.0,-1,495095.0,494795.0,494607.0,3.0,22.0,35.0,42.0,38.0,84.0,70.0,114.0,99.0,142.0,129.0,171.0,171.0,214.0,208.0
YMR113W,FOL3,13,494999.0,496282.0,1,494399.0,494699.0,494942.0,10.0,40.0,32.0,28.0,29.0,56.0,64.0,87.0,92.0,128.0,135.0,170.0,176.0,205.0,217.0
YMR115W,MGR3,13,497704.0,499209.0,1,497104.0,497404.0,497656.0,37.0,270.0,194.0,38.0,37.0,76.0,70.0,117.0,118.0,165.0,163.0,203.0,205.0,246.0,246.0
YMR116C,ASC1,13,500688.0,499456.0,-1,501288.0,500988.0,500717.0,1119.0,11553.0,1394.0,29.0,31.0,60.0,65.0,105.0,114.0,144.0,148.0,178.0,181.0,208.0,215.0
YMR117C,SPC24,13,501891.0,501250.0,-1,502491.0,502191.0,501911.0,2.0,6.0,10.0,40.0,37.0,80.0,74.0,116.0,110.0,158.0,159.0,205.0,201.0,245.0,240.0
YMR118C,SHH3,13,502734.0,502144.0,-1,503334.0,503034.0,502823.0,0.0,0.0,1.0,32.0,25.0,60.0,63.0,98.0,103.0,138.0,130.0,168.0,162.0,196.0,193.0
YMR119W,ASI1,13,505333.0,507207.0,1,504733.0,505033.0,505148.0,7.0,125.0,140.0,24.0,28.0,52.0,70.0,86.0,112.0,124.0,149.0,164.0,180.0,199.0,210.0
YMR120C,ADE17,13,509280.0,507502.0,-1,509880.0,509580.0,509323.0,288.0,1891.0,345.0,36.0,36.0,75.0,72.0,109.0,109.0,142.0,137.0,172.0,176.0,221.0,227.0
YMR121C,RPL15B,13,510348.0,509734.0,-1,510948.0,510648.0,510383.0,37.0,180.0,129.0,42.0,40.0,81.0,78.0,114.0,119.0,154.0,156.0,200.0,205.0,253.0,255.0
YMR123W,PKR1,13,513593.0,513961.0,1,512993.0,513293.0,513565.0,40.0,491.0,223.0,33.0,33.0,67.0,71.0,97.0,98.0,139.0,140.0,176.0,180.0,222.0,224.0
YMR124W,EPO1,13,514456.0,517287.0,1,513856.0,514156.0,514185.0,1.0,13.0,29.0,34.0,34.0,64.0,69.0,106.0,110.0,136.0,149.0,169.0,189.0,218.0,234.0
YMR125W,STO1,13,517539.0,520446.0,1,516939.0,517239.0,517464.0,8.0,79.0,86.0,32.0,31.0,63.0,62.0,94.0,94.0,130.0,129.0,162.0,165.0,199.0,197.0
YMR126C,DLT1,13,521789.0,520761.0,-1,522389.0,522089.0,521978.0,5.0,49.0,62.0,35.0,37.0,68.0,70.0,106.0,107.0,138.0,137.0,174.0,172.0,205.0,219.0
YMR127C,SAS2,13,523345.0,522329.0,-1,523945.0,523645.0,523437.0,10.0,66.0,42.0,32.0,34.0,65.0,66.0,96.0,95.0,128.0,133.0,168.0,174.0,206.0,203.0
YMR128W,ECM16,13,523696.0,527499.0,1,523096.0,523396.0,523650.0,2.0,17.0,31.0,23.0,30.0,60.0,64.0,92.0,98.0,130.0,138.0,164.0,167.0,207.0,217.0
YMR129W,POM152,13,527804.0,531817.0,1,527204.0,527504.0,527761.0,2.0,19.0,22.0,32.0,28.0,55.0,56.0,82.0,85.0,123.0,126.0,164.0,168.0,209.0,210.0
YMR131C,RRB1,13,534698.0,533163.0,-1,535298.0,534998.0,534743.0,69.0,1088.0,512.0,33.0,29.0,66.0,64.0,102.0,99.0,130.0,127.0,169.0,168.0,204.0,204.0
YMR132C,JLP2,13,535570.0,534944.0,-1,536170.0,535870.0,535657.0,11.0,112.0,78.0,30.0,25.0,51.0,51.0,82.0,78.0,107.0,99.0,132.0,132.0,163.0,160.0
YMR133W,REC114,13,536207.0,537609.0,1,535607.0,535907.0,536204.0,1.0,1.0,1.0,31.0,31.0,56.0,56.0,81.0,82.0,109.0,109.0,131.0,132.0,161.0,161.0
YMR134W,ERG29,13,537838.0,538551.0,1,537238.0,537538.0,537799.0,26.0,268.0,186.0,32.0,27.0,69.0,66.0,100.0,95.0,137.0,135.0,172.0,174.0,213.0,204.0
YMR135C,GID8,13,540056.0,538689.0,-1,540656.0,540356.0,540060.0,1.0,9.0,34.0,36.0,36.0,85.0,86.0,136.0,138.0,177.0,177.0,228.0,228.0,281.0,280.0
YMR136W,GAT2,13,541199.0,542881.0,1,540599.0,540899.0,541101.0,14.0,75.0,67.0,30.0,38.0,68.0,71.0,100.0,97.0,128.0,156.0,186.0,202.0,232.0,262.0
YMR137C,PSO2,13,544963.0,542978.0,-1,545563.0,545263.0,545003.0,6.0,101.0,116.0,36.0,32.0,70.0,67.0,109.0,108.0,146.0,147.0,189.0,184.0,224.0,225.0
YMR138W,CIN4,13,545155.0,545730.0,1,544555.0,544855.0,545155.0,61.0,437.0,238.0,33.0,33.0,69.0,69.0,109.0,109.0,149.0,149.0,187.0,187.0,230.0,230.0
YMR139W,RIM11,13,546125.0,547237.0,1,545525.0,545825.0,545933.0,15.0,113.0,125.0,48.0,47.0,87.0,87.0,134.0,135.0,172.0,181.0,223.0,218.0,267.0,258.0
YMR140W,SIP5,13,547714.0,549183.0,1,547114.0,547414.0,547662.0,9.0,75.0,83.0,40.0,41.0,77.0,74.0,103.0,94.0,123.0,119.0,164.0,163.0,194.0,193.0
YMR142C,RPL13B,13,551207.0,550206.0,-1,551807.0,551507.0,551241.0,2685.0,25724.0,1117.0,28.0,36.0,82.0,90.0,135.0,133.0,163.0,162.0,199.0,204.0,248.0,253.0
YMR143W,RPS16A,13,551928.0,552903.0,1,551328.0,551628.0,551907.0,1172.0,9890.0,889.0,32.0,36.0,84.0,85.0,120.0,121.0,155.0,149.0,200.0,202.0,254.0,256.0
YMR145C,NDE1,13,556475.0,554793.0,-1,557075.0,556775.0,556678.0,70.0,897.0,1617.0,20.0,37.0,46.0,83.0,82.0,136.0,128.0,183.0,181.0,234.0,229.0,283.0
YMR146C,TIF34,13,558524.0,557481.0,-1,559124.0,558824.0,558562.0,605.0,2467.0,495.0,41.0,37.0,77.0,76.0,114.0,112.0,153.0,154.0,189.0,182.0,216.0,214.0
YMR148W,OSW5,13,560366.0,560812.0,1,559766.0,560066.0,560108.0,3.0,37.0,73.0,37.0,36.0,76.0,75.0,110.0,108.0,145.0,148.0,184.0,181.0,226.0,229.0
YMR151W,YIM2,13,562506.0,562943.0,1,561906.0,562206.0,562486.0,0.0,0.0,1.0,34.0,38.0,74.0,76.0,122.0,125.0,161.0,162.0,207.0,205.0,237.0,230.0
YMR152W,YIM1,13,563096.0,564193.0,1,562496.0,562796.0,563090.0,4.0,39.0,51.0,26.0,27.0,72.0,72.0,98.0,100.0,133.0,132.0,167.0,167.0,207.0,208.0
YMR153W,NUP53,13,564435.0,565862.0,1,563835.0,564135.0,564383.0,16.0,339.0,263.0,35.0,34.0,64.0,58.0,97.0,96.0,138.0,139.0,172.0,171.0,209.0,205.0
YMR154C,RIM13,13,568182.0,565999.0,-1,568782.0,568482.0,568203.0,2.0,20.0,38.0,38.0,37.0,64.0,65.0,99.0,100.0,137.0,136.0,178.0,181.0,220.0,222.0
YMR156C,TPP1,13,571016.0,570300.0,-1,571616.0,571316.0,571028.0,7.0,55.0,56.0,38.0,36.0,71.0,66.0,97.0,97.0,136.0,133.0,180.0,178.0,218.0,214.0
YMR157C,AIM36,13,572044.0,571277.0,-1,572644.0,572344.0,572090.0,10.0,189.0,180.0,38.0,39.0,78.0,80.0,119.0,120.0,159.0,160.0,195.0,200.0,237.0,237.0
YMR158W,MRPS8,13,572248.0,572715.0,1,571648.0,571948.0,572192.0,153.0,545.0,260.0,40.0,38.0,76.0,80.0,122.0,123.0,158.0,155.0,191.0,194.0,233.0,235.0
YMR161W,HLJ1,13,577718.0,578392.0,1,577118.0,577418.0,577669.0,111.0,532.0,142.0,40.0,44.0,82.0,81.0,123.0,126.0,170.0,174.0,209.0,207.0,245.0,240.0
YMR163C,INP2,13,586388.0,584271.0,-1,586988.0,586688.0,586533.0,2.0,10.0,21.0,36.0,28.0,70.0,74.0,111.0,107.0,142.0,138.0,181.0,173.0,212.0,208.0
YMR165C,PAH1,13,592628.0,590040.0,-1,593228.0,592928.0,592736.0,4.0,46.0,50.0,37.0,41.0,76.0,90.0,126.0,137.0,174.0,178.0,216.0,209.0,246.0,251.0
YMR166C,MME1,13,594473.0,593367.0,-1,595073.0,594773.0,594726.0,4.0,67.0,107.0,35.0,39.0,73.0,71.0,117.0,109.0,151.0,150.0,189.0,190.0,225.0,233.0
YMR167W,MLH1,13,594886.0,597195.0,1,594286.0,594586.0,594867.0,4.0,33.0,48.0,33.0,34.0,76.0,77.0,115.0,113.0,151.0,150.0,193.0,193.0,235.0,236.0
YMR168C,CEP3,13,599158.0,597332.0,-1,599758.0,599458.0,599194.0,3.0,45.0,88.0,37.0,38.0,64.0,64.0,104.0,104.0,143.0,152.0,191.0,195.0,236.0,238.0
YMR169C,ALD3,13,600872.0,599352.0,-1,601472.0,601172.0,601196.0,4.0,19.0,31.0,31.0,39.0,66.0,70.0,107.0,109.0,150.0,145.0,183.0,186.0,218.0,233.0
YMR170C,ALD2,13,603082.0,601562.0,-1,603682.0,603382.0,603108.0,33.0,345.0,274.0,32.0,35.0,68.0,70.0,110.0,115.0,144.0,147.0,186.0,191.0,227.0,228.0
YMR171C,EAR1,13,605520.0,603868.0,-1,606120.0,605820.0,605716.0,12.0,203.0,172.0,22.0,36.0,59.0,72.0,95.0,104.0,131.0,141.0,163.0,187.0,200.0,237.0
YMR172W,HOT1,13,605981.0,608140.0,1,605381.0,605681.0,605965.0,0.0,0.0,1.0,26.0,31.0,64.0,63.0,103.0,102.0,135.0,128.0,162.0,162.0,209.0,209.0
YMR173W,DDR48,13,608689.0,609981.0,1,608089.0,608389.0,608635.0,25.0,152.0,86.0,27.0,26.0,59.0,67.0,107.0,119.0,157.0,157.0,185.0,186.0,224.0,226.0
YMR174C,PAI3,13,610365.0,610159.0,-1,610965.0,610665.0,610399.0,9.0,27.0,43.0,30.0,41.0,76.0,76.0,119.0,120.0,157.0,158.0,195.0,199.0,233.0,233.0
YMR175W,SIP18,13,611016.0,611255.0,1,610416.0,610716.0,610995.0,1.0,2.0,14.0,34.0,35.0,71.0,75.0,109.0,115.0,151.0,158.0,188.0,193.0,231.0,233.0
YMR176W,ECM5,13,611740.0,615975.0,1,611140.0,611440.0,611638.0,2.0,6.0,11.0,35.0,43.0,76.0,89.0,123.0,117.0,152.0,140.0,175.0,189.0,222.0,232.0
YMR177W,MMT1,13,616566.0,618098.0,1,615966.0,616266.0,616429.0,87.0,296.0,97.0,27.0,37.0,60.0,74.0,103.0,120.0,144.0,160.0,188.0,188.0,216.0,226.0
YMR179W,SPT21,13,619858.0,622134.0,1,619258.0,619558.0,619702.0,2.0,10.0,22.0,39.0,40.0,81.0,77.0,118.0,111.0,151.0,147.0,192.0,184.0,226.0,219.0
YMR180C,CTL1,13,623213.0,622251.0,-1,623813.0,623513.0,623238.0,3.0,7.0,10.0,29.0,25.0,51.0,56.0,82.0,82.0,116.0,119.0,155.0,159.0,194.0,197.0
YMR182C,RGM1,13,625167.0,624532.0,-1,625767.0,625467.0,625280.0,16.0,23.0,31.0,41.0,32.0,74.0,53.0,100.0,91.0,132.0,131.0,174.0,163.0,210.0,200.0
YMR183C,SSO2,13,627808.0,626921.0,-1,628408.0,628108.0,627885.0,32.0,239.0,196.0,35.0,32.0,72.0,84.0,120.0,127.0,164.0,167.0,205.0,207.0,249.0,258.0
YMR184W,ADD37,13,628189.0,628785.0,1,627589.0,627889.0,628141.0,8.0,58.0,67.0,45.0,44.0,95.0,91.0,126.0,123.0,165.0,163.0,207.0,203.0,243.0,244.0
YMR185W,RTP1,13,629025.0,631970.0,1,628425.0,628725.0,629003.0,2.0,6.0,12.0,40.0,37.0,64.0,64.0,90.0,93.0,126.0,125.0,164.0,164.0,209.0,214.0
YMR186W,HSC82,13,632355.0,634472.0,1,631755.0,632055.0,632328.0,462.0,1794.0,383.0,26.0,34.0,69.0,73.0,109.0,109.0,133.0,138.0,167.0,172.0,202.0,205.0
YMR188C,MRPS17,13,637004.0,636291.0,-1,637604.0,637304.0,637078.0,27.0,283.0,230.0,36.0,37.0,75.0,85.0,122.0,125.0,160.0,163.0,198.0,207.0,240.0,245.0
YMR189W,GCV2,13,637500.0,640604.0,1,636900.0,637200.0,637394.0,25.0,288.0,147.0,39.0,37.0,76.0,85.0,123.0,123.0,161.0,162.0,198.0,197.0,235.0,237.0
YMR190C,SGS1,13,645258.0,640915.0,-1,645858.0,645558.0,645429.0,1.0,2.0,4.0,34.0,43.0,76.0,82.0,121.0,133.0,159.0,176.0,215.0,222.0,255.0,267.0
YMR192W,GYL1,13,647118.0,649280.0,1,646518.0,646818.0,647029.0,3.0,33.0,41.0,31.0,31.0,61.0,56.0,87.0,92.0,126.0,134.0,168.0,174.0,205.0,203.0
YMR193W,MRPL24,13,650036.0,650812.0,1,649436.0,649736.0,650005.0,12.0,173.0,159.0,37.0,43.0,72.0,70.0,98.0,102.0,133.0,136.0,167.0,169.0,201.0,203.0
YMR194C-B,CMC4,13,652887.0,652594.0,-1,653487.0,653187.0,652893.0,7.0,77.0,158.0,32.0,34.0,78.0,81.0,126.0,128.0,166.0,166.0,214.0,216.0,268.0,271.0
YMR194W,RPL36A,13,651145.0,651910.0,1,650545.0,650845.0,651128.0,5281.0,16226.0,483.0,28.0,34.0,62.0,65.0,95.0,97.0,132.0,135.0,167.0,167.0,203.0,206.0
YMR195W,ICY1,13,654034.0,654417.0,1,653434.0,653734.0,653942.0,232.0,992.0,251.0,29.0,32.0,59.0,68.0,99.0,115.0,142.0,163.0,193.0,218.0,249.0,273.0
YMR197C,VTI1,13,659198.0,658545.0,-1,659798.0,659498.0,659242.0,6.0,110.0,127.0,35.0,33.0,67.0,63.0,104.0,98.0,142.0,138.0,174.0,168.0,206.0,206.0
YMR198W,CIK1,13,659745.0,661529.0,1,659145.0,659445.0,659459.0,10.0,79.0,78.0,32.0,29.0,70.0,64.0,106.0,98.0,135.0,145.0,169.0,188.0,205.0,229.0
YMR199W,CLN1,13,662644.0,664284.0,1,662044.0,662344.0,662446.0,41.0,266.0,176.0,29.0,28.0,64.0,80.0,91.0,126.0,144.0,171.0,190.0,223.0,235.0,270.0
YMR200W,ROT1,13,664752.0,665522.0,1,664152.0,664452.0,664631.0,132.0,1826.0,648.0,33.0,33.0,65.0,65.0,95.0,97.0,128.0,134.0,164.0,172.0,205.0,209.0
YMR201C,RAD14,13,667044.0,665845.0,-1,667644.0,667344.0,667062.0,6.0,38.0,78.0,39.0,36.0,72.0,70.0,116.0,118.0,164.0,160.0,205.0,203.0,244.0,241.0
YMR202W,ERG2,13,667537.0,668205.0,1,666937.0,667237.0,667512.0,146.0,623.0,134.0,44.0,43.0,91.0,95.0,135.0,132.0,167.0,164.0,206.0,205.0,241.0,241.0
YMR203W,TOM40,13,668492.0,669655.0,1,667892.0,668192.0,668427.0,44.0,1284.0,626.0,37.0,41.0,72.0,59.0,100.0,101.0,141.0,149.0,189.0,195.0,234.0,241.0
YMR204C,INP1,13,671325.0,670063.0,-1,671925.0,671625.0,671345.0,2.0,25.0,65.0,34.0,35.0,63.0,63.0,92.0,89.0,111.0,114.0,137.0,136.0,165.0,170.0
YMR205C,PFK2,13,674766.0,671887.0,-1,675366.0,675066.0,674821.0,34.0,772.0,463.0,35.0,27.0,56.0,50.0,88.0,87.0,120.0,119.0,160.0,167.0,206.0,210.0
YMR208W,ERG12,13,684467.0,685798.0,1,683867.0,684167.0,684449.0,764.0,2273.0,231.0,35.0,38.0,78.0,81.0,120.0,124.0,158.0,159.0,202.0,203.0,234.0,240.0
YMR211W,DML1,13,689083.0,690510.0,1,688483.0,688783.0,689065.0,10.0,98.0,97.0,28.0,26.0,55.0,54.0,97.0,98.0,140.0,143.0,182.0,185.0,218.0,221.0
YMR212C,EFR3,13,693043.0,690695.0,-1,693643.0,693343.0,693185.0,18.0,257.0,161.0,36.0,38.0,76.0,70.0,109.0,116.0,152.0,155.0,195.0,206.0,238.0,249.0
YMR213W,CEF1,13,693381.0,695153.0,1,692781.0,693081.0,693365.0,44.0,443.0,236.0,31.0,28.0,70.0,69.0,107.0,107.0,145.0,150.0,185.0,186.0,226.0,226.0
YMR214W,SCJ1,13,695350.0,696483.0,1,694750.0,695050.0,695331.0,10.0,199.0,138.0,48.0,48.0,86.0,82.0,131.0,131.0,181.0,179.0,224.0,222.0,270.0,266.0
YMR215W,GAS3,13,696796.0,698370.0,1,696196.0,696496.0,696718.0,421.0,2378.0,443.0,37.0,22.0,61.0,60.0,101.0,99.0,140.0,149.0,190.0,194.0,237.0,243.0
